num_date_time,건물번호,일시,기온(C),강수량(mm),풍속(m/s),습도(%),건물유형,연면적(m2),냉방면적(m2),태양광용량(kW),ESS저장용량(kWh),PCS용량(kW)
41_20220826 1,41,2022082615,28.2,0,3.8,57,백화점및,161950.4,60579.45,-,-,-
41_20220826 1,41,2022082616,27.9,0,4.2,60,백화점및,161950.4,60579.45,-,-,-
41_20220826 1,41,2022082617,26.6,0,4.1,61,백화점및,161950.4,60579.45,-,-,-
41_20220826 1,41,2022082618,25.9,0,3.4,67,백화점및,161950.4,60579.45,-,-,-
41_20220826 1,41,2022082619,24.8,0,4,69,백화점및,161950.4,60579.45,-,-,-
41_20220826 2,41,2022082620,24.1,0,2.5,77,백화점및,161950.4,60579.45,-,-,-
41_20220826 2,41,2022082621,23.7,0,2.7,79,백화점및,161950.4,60579.45,-,-,-
41_20220826 2,41,2022082622,23.4,0,3.3,80,백화점및,161950.4,60579.45,-,-,-
41_20220826 2,41,2022082623,23.1,0,2.5,82,백화점및,161950.4,60579.45,-,-,-
41_20220827 0,41,2022082700,23.1,0,2.2,82,백화점및,161950.4,60579.45,-,-,-
41_20220827 0,41,2022082701,23.2,0,2.6,80,백화점및,161950.4,60579.45,-,-,-
41_20220827 0,41,2022082702,21,15.6,5.4,88,백화점및,161950.4,60579.45,-,-,-
41_20220827 0,41,2022082703,20.7,2,2.7,91,백화점및,161950.4,60579.45,-,-,-
41_20220827 0,41,2022082704,19.4,0,3.2,85,백화점및,161950.4,60579.45,-,-,-
41_20220827 0,41,2022082705,18.9,0,0.6,84,백화점및,161950.4,60579.45,-,-,-
41_20220827 0,41,2022082706,18.1,0,2.1,82,백화점및,161950.4,60579.45,-,-,-
41_20220827 0,41,2022082707,17.7,0,1.9,85,백화점및,161950.4,60579.45,-,-,-
41_20220827 0,41,2022082708,18.3,0,2.1,77,백화점및,161950.4,60579.45,-,-,-
41_20220827 0,41,2022082709,19.5,0,2.4,63,백화점및,161950.4,60579.45,-,-,-
41_20220827 1,41,2022082710,21.2,0,3.2,54,백화점및,161950.4,60579.45,-,-,-
41_20220827 1,41,2022082711,22,0,4.2,45,백화점및,161950.4,60579.45,-,-,-
41_20220827 1,41,2022082712,23,0,3.4,49,백화점및,161950.4,60579.45,-,-,-
41_20220827 1,41,2022082713,23.6,0,3.8,45,백화점및,161950.4,60579.45,-,-,-
41_20220827 1,41,2022082714,24.4,0,3.9,47,백화점및,161950.4,60579.45,-,-,-
41_20220827 1,41,2022082715,25,0,3.3,45,백화점및,161950.4,60579.45,-,-,-
41_20220827 1,41,2022082716,25.1,0,3.4,43,백화점및,161950.4,60579.45,-,-,-
41_20220827 1,41,2022082717,24.9,0,3.7,46,백화점및,161950.4,60579.45,-,-,-
41_20220827 1,41,2022082718,24.5,0,2.7,48,백화점및,161950.4,60579.45,-,-,-
41_20220827 1,41,2022082719,23.1,0,2.7,52,백화점및,161950.4,60579.45,-,-,-
41_20220827 2,41,2022082720,22,0,1.9,56,백화점및,161950.4,60579.45,-,-,-
41_20220827 2,41,2022082721,21.2,0,2.7,61,백화점및,161950.4,60579.45,-,-,-
41_20220827 2,41,2022082722,20.7,0,2.3,64,백화점및,161950.4,60579.45,-,-,-
41_20220827 2,41,2022082723,20.4,0,2.7,61,백화점및,161950.4,60579.45,-,-,-
41_20220828 0,41,2022082800,19.6,0,1.8,66,백화점및,161950.4,60579.45,-,-,-
41_20220828 0,41,2022082801,18.9,0,0.9,65,백화점및,161950.4,60579.45,-,-,-
41_20220828 0,41,2022082802,18.4,0,0.8,72,백화점및,161950.4,60579.45,-,-,-
41_20220828 0,41,2022082803,17.6,0,1.8,72,백화점및,161950.4,60579.45,-,-,-
41_20220828 0,41,2022082804,17,0,1.9,75,백화점및,161950.4,60579.45,-,-,-
41_20220828 0,41,2022082805,16.5,0,2.3,79,백화점및,161950.4,60579.45,-,-,-
41_20220828 0,41,2022082806,16.2,0,1.6,80,백화점및,161950.4,60579.45,-,-,-
41_20220828 0,41,2022082807,16.4,0,1.4,82,백화점및,161950.4,60579.45,-,-,-
41_20220828 0,41,2022082808,19.2,0,2,72,백화점및,161950.4,60579.45,-,-,-
41_20220828 0,41,2022082809,21.1,0,2.2,63,백화점및,161950.4,60579.45,-,-,-
41_20220828 1,41,2022082810,22.3,0,2.1,59,백화점및,161950.4,60579.45,-,-,-
41_20220828 1,41,2022082811,24.1,0,1.4,54,백화점및,161950.4,60579.45,-,-,-
41_20220828 1,41,2022082812,25.5,0,2.4,46,백화점및,161950.4,60579.45,-,-,-
41_20220828 1,41,2022082813,26.3,0,2.5,42,백화점및,161950.4,60579.45,-,-,-
41_20220828 1,41,2022082814,26.7,0,2,42,백화점및,161950.4,60579.45,-,-,-
41_20220828 1,41,2022082815,27.6,0,1.6,43,백화점및,161950.4,60579.45,-,-,-
41_20220828 1,41,2022082816,28.2,0,1.3,40,백화점및,161950.4,60579.45,-,-,-
41_20220828 1,41,2022082817,28.2,0,1.8,39,백화점및,161950.4,60579.45,-,-,-
41_20220828 1,41,2022082818,27,0,2.3,43,백화점및,161950.4,60579.45,-,-,-
41_20220828 1,41,2022082819,26,0,1.8,46,백화점및,161950.4,60579.45,-,-,-
41_20220828 2,41,2022082820,24.3,0,2.5,58,백화점및,161950.4,60579.45,-,-,-
41_20220828 2,41,2022082821,23.5,0,1.1,62,백화점및,161950.4,60579.45,-,-,-
41_20220828 2,41,2022082822,23,0,0.7,63,백화점및,161950.4,60579.45,-,-,-
41_20220828 2,41,2022082823,22.8,0,0.8,66,백화점및,161950.4,60579.45,-,-,-
41_20220829 0,41,2022082900,22.5,0,1.5,66,백화점및,161950.4,60579.45,-,-,-
41_20220829 0,41,2022082901,22.3,0,1.3,66,백화점및,161950.4,60579.45,-,-,-
41_20220829 0,41,2022082902,22.3,0,2.6,67,백화점및,161950.4,60579.45,-,-,-
41_20220829 0,41,2022082903,22.1,0,1.6,66,백화점및,161950.4,60579.45,-,-,-
41_20220829 0,41,2022082904,21.8,0,1.3,66,백화점및,161950.4,60579.45,-,-,-
41_20220829 0,41,2022082905,21.1,0,1,65,백화점및,161950.4,60579.45,-,-,-
41_20220829 0,41,2022082906,20.7,0,2.3,74,백화점및,161950.4,60579.45,-,-,-
41_20220829 0,41,2022082907,20.1,0.2,2.6,81,백화점및,161950.4,60579.45,-,-,-
41_20220829 0,41,2022082908,19.8,0.5,2.3,86,백화점및,161950.4,60579.45,-,-,-
41_20220829 0,41,2022082909,19.7,0.4,2.6,86,백화점및,161950.4,60579.45,-,-,-
41_20220829 1,41,2022082910,19.6,0.5,2.3,87,백화점및,161950.4,60579.45,-,-,-
41_20220829 1,41,2022082911,20.4,0.1,2.3,87,백화점및,161950.4,60579.45,-,-,-
41_20220829 1,41,2022082912,20.6,0.1,3.1,85,백화점및,161950.4,60579.45,-,-,-
41_20220829 1,41,2022082913,21.2,0.3,1.8,86,백화점및,161950.4,60579.45,-,-,-
41_20220829 1,41,2022082914,21.5,0.1,2.8,77,백화점및,161950.4,60579.45,-,-,-
41_20220829 1,41,2022082915,22.2,0,1.8,73,백화점및,161950.4,60579.45,-,-,-
41_20220829 1,41,2022082916,21.8,0,3.4,75,백화점및,161950.4,60579.45,-,-,-
41_20220829 1,41,2022082917,21.4,0,2.2,68,백화점및,161950.4,60579.45,-,-,-
41_20220829 1,41,2022082918,21.4,0,2.8,66,백화점및,161950.4,60579.45,-,-,-
41_20220829 1,41,2022082919,21.2,0,1.6,71,백화점및,161950.4,60579.45,-,-,-
41_20220829 2,41,2022082920,21,0,2.3,71,백화점및,161950.4,60579.45,-,-,-
41_20220829 2,41,2022082921,20.9,0,2,70,백화점및,161950.4,60579.45,-,-,-
41_20220829 2,41,2022082922,20.7,0,3.1,73,백화점및,161950.4,60579.45,-,-,-
41_20220829 2,41,2022082923,20.5,0,3,71,백화점및,161950.4,60579.45,-,-,-
41_20220830 0,41,2022083000,20.3,0,2.9,72,백화점및,161950.4,60579.45,-,-,-
41_20220830 0,41,2022083001,20.3,0,2.4,73,백화점및,161950.4,60579.45,-,-,-
41_20220830 0,41,2022083002,19.9,0.1,2,80,백화점및,161950.4,60579.45,-,-,-
41_20220830 0,41,2022083003,19.1,1.8,1.8,92,백화점및,161950.4,60579.45,-,-,-
41_20220830 0,41,2022083004,18.4,3.9,2.7,95,백화점및,161950.4,60579.45,-,-,-
41_20220830 0,41,2022083005,18.1,3.7,2.8,97,백화점및,161950.4,60579.45,-,-,-
41_20220830 0,41,2022083006,17.9,1.3,3.4,97,백화점및,161950.4,60579.45,-,-,-
41_20220830 0,41,2022083007,18,1.2,3.1,98,백화점및,161950.4,60579.45,-,-,-
41_20220830 0,41,2022083008,18,2.8,2.9,99,백화점및,161950.4,60579.45,-,-,-
41_20220830 0,41,2022083009,18.2,2.3,2.3,99,백화점및,161950.4,60579.45,-,-,-
41_20220830 1,41,2022083010,18.4,2.5,2.8,99,백화점및,161950.4,60579.45,-,-,-
41_20220830 1,41,2022083011,18.8,2.4,3.2,98,백화점및,161950.4,60579.45,-,-,-
41_20220830 1,41,2022083012,19.1,0.6,2.2,97,백화점및,161950.4,60579.45,-,-,-
41_20220830 1,41,2022083013,19.1,2.7,3.3,99,백화점및,161950.4,60579.45,-,-,-
41_20220830 1,41,2022083014,19.3,2.9,3,98,백화점및,161950.4,60579.45,-,-,-
41_20220830 1,41,2022083015,19.6,1,2.6,97,백화점및,161950.4,60579.45,-,-,-
41_20220830 1,41,2022083016,19.6,0.9,2.8,98,백화점및,161950.4,60579.45,-,-,-
41_20220830 1,41,2022083017,19.6,2,2.4,98,백화점및,161950.4,60579.45,-,-,-
41_20220830 1,41,2022083018,19.7,0.6,1.2,97,백화점및,161950.4,60579.45,-,-,-
41_20220830 1,41,2022083019,19.7,1.6,2.2,98,백화점및,161950.4,60579.45,-,-,-
41_20220830 2,41,2022083020,19.6,1.3,3.2,98,백화점및,161950.4,60579.45,-,-,-
41_20220830 2,41,2022083021,19.6,0.2,1.8,97,백화점및,161950.4,60579.45,-,-,-
41_20220830 2,41,2022083022,19.7,0,2.1,96,백화점및,161950.4,60579.45,-,-,-
41_20220830 2,41,2022083023,19.7,0,1.6,94,백화점및,161950.4,60579.45,-,-,-
41_20220831 0,41,2022083100,19.7,0,1.6,94,백화점및,161950.4,60579.45,-,-,-
41_20220831 0,41,2022083101,19.7,0,2.7,94,백화점및,161950.4,60579.45,-,-,-
41_20220831 0,41,2022083102,19.7,0,1.4,93,백화점및,161950.4,60579.45,-,-,-
41_20220831 0,41,2022083103,19.7,0,0.8,92,백화점및,161950.4,60579.45,-,-,-
41_20220831 0,41,2022083104,19.8,0,1.2,94,백화점및,161950.4,60579.45,-,-,-
41_20220831 0,41,2022083105,19.7,0,1.2,95,백화점및,161950.4,60579.45,-,-,-
41_20220831 0,41,2022083106,19.7,0,1.6,93,백화점및,161950.4,60579.45,-,-,-
41_20220831 0,41,2022083107,19.6,0,0.8,93,백화점및,161950.4,60579.45,-,-,-
41_20220831 0,41,2022083108,19.9,0,1.7,92,백화점및,161950.4,60579.45,-,-,-
41_20220831 0,41,2022083109,20.3,0,1.6,91,백화점및,161950.4,60579.45,-,-,-
41_20220831 1,41,2022083110,21.5,0,1.3,84,백화점및,161950.4,60579.45,-,-,-
41_20220831 1,41,2022083111,23.1,0,4,76,백화점및,161950.4,60579.45,-,-,-
41_20220831 1,41,2022083112,23.5,0,2.7,75,백화점및,161950.4,60579.45,-,-,-
41_20220831 1,41,2022083113,23.2,0,2.4,78,백화점및,161950.4,60579.45,-,-,-
41_20220831 1,41,2022083114,23.6,0,2.9,77,백화점및,161950.4,60579.45,-,-,-
41_20220831 1,41,2022083115,23.6,0,2.2,76,백화점및,161950.4,60579.45,-,-,-
41_20220831 1,41,2022083116,23.7,0,1.7,79,백화점및,161950.4,60579.45,-,-,-
41_20220831 1,41,2022083117,24.8,0,3.3,73,백화점및,161950.4,60579.45,-,-,-
41_20220831 1,41,2022083118,24.8,0,2.4,69,백화점및,161950.4,60579.45,-,-,-
41_20220831 1,41,2022083119,23.5,0,2,75,백화점및,161950.4,60579.45,-,-,-
41_20220831 2,41,2022083120,22.4,0,2,80,백화점및,161950.4,60579.45,-,-,-
41_20220831 2,41,2022083121,21.7,0,1.6,81,백화점및,161950.4,60579.45,-,-,-
41_20220831 2,41,2022083122,21.1,0,1,83,백화점및,161950.4,60579.45,-,-,-
41_20220831 2,41,2022083123,20.8,0,0.7,87,백화점및,161950.4,60579.45,-,-,-
42_20220825 0,42,2022082500,20.3,0,0.5,86,백화점및,97915.1,72000,-,-,-
42_20220825 0,42,2022082501,20.7,0,0.4,82,백화점및,97915.1,72000,-,-,-
42_20220825 0,42,2022082502,20.3,0,0.2,85,백화점및,97915.1,72000,-,-,-
42_20220825 0,42,2022082503,20.4,0,1.4,84,백화점및,97915.1,72000,-,-,-
42_20220825 0,42,2022082504,19.8,0,0.4,89,백화점및,97915.1,72000,-,-,-
42_20220825 0,42,2022082505,19.3,0,0.3,90,백화점및,97915.1,72000,-,-,-
42_20220825 0,42,2022082506,19.1,0,0.2,91,백화점및,97915.1,72000,-,-,-
42_20220825 0,42,2022082507,19.8,0,0.3,89,백화점및,97915.1,72000,-,-,-
42_20220825 0,42,2022082508,21.2,0,0.3,82,백화점및,97915.1,72000,-,-,-
42_20220825 0,42,2022082509,23.8,0,0.6,72,백화점및,97915.1,72000,-,-,-
42_20220825 1,42,2022082510,25.4,0,1,68,백화점및,97915.1,72000,-,-,-
42_20220825 1,42,2022082511,27.4,0,1.9,64,백화점및,97915.1,72000,-,-,-
42_20220825 1,42,2022082512,27.3,0,1.7,64,백화점및,97915.1,72000,-,-,-
42_20220825 1,42,2022082513,28.2,0,1.2,61,백화점및,97915.1,72000,-,-,-
42_20220825 1,42,2022082514,28.8,0,1.3,62,백화점및,97915.1,72000,-,-,-
42_20220825 1,42,2022082515,28.7,0,0.9,59,백화점및,97915.1,72000,-,-,-
42_20220825 1,42,2022082516,29.2,0,0.7,61,백화점및,97915.1,72000,-,-,-
42_20220825 1,42,2022082517,27.2,0,1.2,64,백화점및,97915.1,72000,-,-,-
42_20220825 1,42,2022082518,26.3,0,1.6,69,백화점및,97915.1,72000,-,-,-
42_20220825 1,42,2022082519,25.4,0,0.6,74,백화점및,97915.1,72000,-,-,-
42_20220825 2,42,2022082520,24.5,0,0.4,73,백화점및,97915.1,72000,-,-,-
42_20220825 2,42,2022082521,23.6,0,0.9,78,백화점및,97915.1,72000,-,-,-
42_20220825 2,42,2022082522,23.3,0,0.4,79,백화점및,97915.1,72000,-,-,-
42_20220825 2,42,2022082523,22.7,0,0.6,84,백화점및,97915.1,72000,-,-,-
42_20220826 0,42,2022082600,23.7,0,0.9,80,백화점및,97915.1,72000,-,-,-
42_20220826 0,42,2022082601,22.8,0,0.4,85,백화점및,97915.1,72000,-,-,-
42_20220826 0,42,2022082602,23.4,0,0.4,80,백화점및,97915.1,72000,-,-,-
42_20220826 0,42,2022082603,23.7,0,1.6,74,백화점및,97915.1,72000,-,-,-
42_20220826 0,42,2022082604,23.4,0,1.5,64,백화점및,97915.1,72000,-,-,-
42_20220826 0,42,2022082605,23,0,1.6,52,백화점및,97915.1,72000,-,-,-
42_20220826 0,42,2022082606,22.6,0,1.3,51,백화점및,97915.1,72000,-,-,-
42_20220826 0,42,2022082607,22.2,0,1.5,60,백화점및,97915.1,72000,-,-,-
42_20220826 0,42,2022082608,23,0,1.4,60,백화점및,97915.1,72000,-,-,-
42_20220826 0,42,2022082609,24.4,0,2.7,58,백화점및,97915.1,72000,-,-,-
42_20220826 1,42,2022082610,25.2,0,3.9,55,백화점및,97915.1,72000,-,-,-
42_20220826 1,42,2022082611,26.2,0,3.2,54,백화점및,97915.1,72000,-,-,-
42_20220826 1,42,2022082612,26.9,0,3.9,54,백화점및,97915.1,72000,-,-,-
42_20220826 1,42,2022082613,27.7,0,3.2,49,백화점및,97915.1,72000,-,-,-
42_20220826 1,42,2022082614,27.7,0,2.4,45,백화점및,97915.1,72000,-,-,-
42_20220826 1,42,2022082615,29,0,1.1,45,백화점및,97915.1,72000,-,-,-
42_20220826 1,42,2022082616,29.1,0,0.8,46,백화점및,97915.1,72000,-,-,-
42_20220826 1,42,2022082617,28.9,0,1,48,백화점및,97915.1,72000,-,-,-
42_20220826 1,42,2022082618,26.2,0,2.3,61,백화점및,97915.1,72000,-,-,-
42_20220826 1,42,2022082619,24.3,0,1.1,67,백화점및,97915.1,72000,-,-,-
42_20220826 2,42,2022082620,23.7,0,0.7,73,백화점및,97915.1,72000,-,-,-
42_20220826 2,42,2022082621,22.7,0,0.7,77,백화점및,97915.1,72000,-,-,-
42_20220826 2,42,2022082622,22.5,0,0.8,77,백화점및,97915.1,72000,-,-,-
42_20220826 2,42,2022082623,21.3,0,0.7,79,백화점및,97915.1,72000,-,-,-
42_20220827 0,42,2022082700,21.5,0,0.4,78,백화점및,97915.1,72000,-,-,-
42_20220827 0,42,2022082701,21.6,0,0.2,81,백화점및,97915.1,72000,-,-,-
42_20220827 0,42,2022082702,21.5,0,0.4,83,백화점및,97915.1,72000,-,-,-
42_20220827 0,42,2022082703,21.2,0,0.2,81,백화점및,97915.1,72000,-,-,-
42_20220827 0,42,2022082704,21.7,0,0.7,74,백화점및,97915.1,72000,-,-,-
42_20220827 0,42,2022082705,22.1,0,1.6,71,백화점및,97915.1,72000,-,-,-
42_20220827 0,42,2022082706,21.7,0,0.6,74,백화점및,97915.1,72000,-,-,-
42_20220827 0,42,2022082707,21.8,0,0.5,74,백화점및,97915.1,72000,-,-,-
42_20220827 0,42,2022082708,22.1,0,0.4,75,백화점및,97915.1,72000,-,-,-
42_20220827 0,42,2022082709,23.2,0,0.8,68,백화점및,97915.1,72000,-,-,-
42_20220827 1,42,2022082710,25.3,0,0.4,60,백화점및,97915.1,72000,-,-,-
42_20220827 1,42,2022082711,25.7,0,1.4,57,백화점및,97915.1,72000,-,-,-
42_20220827 1,42,2022082712,26.5,0,1.6,56,백화점및,97915.1,72000,-,-,-
42_20220827 1,42,2022082713,28.1,0,1.2,47,백화점및,97915.1,72000,-,-,-
42_20220827 1,42,2022082714,28.9,0,1.8,47,백화점및,97915.1,72000,-,-,-
42_20220827 1,42,2022082715,28.3,0,1,47,백화점및,97915.1,72000,-,-,-
42_20220827 1,42,2022082716,27.1,0,1.2,45,백화점및,97915.1,72000,-,-,-
42_20220827 1,42,2022082717,27.7,0,1,46,백화점및,97915.1,72000,-,-,-
42_20220827 1,42,2022082718,25.7,0,0.6,48,백화점및,97915.1,72000,-,-,-
42_20220827 1,42,2022082719,24.2,0,0.9,58,백화점및,97915.1,72000,-,-,-
42_20220827 2,42,2022082720,23.6,0,1.1,52,백화점및,97915.1,72000,-,-,-
42_20220827 2,42,2022082721,22.3,0,1,47,백화점및,97915.1,72000,-,-,-
42_20220827 2,42,2022082722,20.6,0,0.8,56,백화점및,97915.1,72000,-,-,-
42_20220827 2,42,2022082723,20.2,0,0.8,54,백화점및,97915.1,72000,-,-,-
42_20220828 0,42,2022082800,19.8,0,1,55,백화점및,97915.1,72000,-,-,-
42_20220828 0,42,2022082801,19.9,0,0.7,53,백화점및,97915.1,72000,-,-,-
42_20220828 0,42,2022082802,20,0,1.1,60,백화점및,97915.1,72000,-,-,-
42_20220828 0,42,2022082803,19.1,0,0.4,62,백화점및,97915.1,72000,-,-,-
42_20220828 0,42,2022082804,19.3,0,0.9,63,백화점및,97915.1,72000,-,-,-
42_20220828 0,42,2022082805,18.8,0,0.6,66,백화점및,97915.1,72000,-,-,-
42_20220828 0,42,2022082806,18.9,0,1.3,66,백화점및,97915.1,72000,-,-,-
42_20220828 0,42,2022082807,19.1,0,1.6,67,백화점및,97915.1,72000,-,-,-
42_20220828 0,42,2022082808,20,0,2.3,65,백화점및,97915.1,72000,-,-,-
42_20220828 0,42,2022082809,21.6,0,2.4,58,백화점및,97915.1,72000,-,-,-
42_20220828 1,42,2022082810,23.4,0,2,54,백화점및,97915.1,72000,-,-,-
42_20220828 1,42,2022082811,24.5,0,2.2,48,백화점및,97915.1,72000,-,-,-
42_20220828 1,42,2022082812,26.2,0,1.2,46,백화점및,97915.1,72000,-,-,-
42_20220828 1,42,2022082813,26.6,0,1.6,43,백화점및,97915.1,72000,-,-,-
42_20220828 1,42,2022082814,27.3,0,1,44,백화점및,97915.1,72000,-,-,-
42_20220828 1,42,2022082815,27.3,0,1.5,46,백화점및,97915.1,72000,-,-,-
42_20220828 1,42,2022082816,26.6,0,2.1,51,백화점및,97915.1,72000,-,-,-
42_20220828 1,42,2022082817,25.5,0,0.9,57,백화점및,97915.1,72000,-,-,-
42_20220828 1,42,2022082818,23.6,0,1,68,백화점및,97915.1,72000,-,-,-
42_20220828 1,42,2022082819,22.2,0,0.7,70,백화점및,97915.1,72000,-,-,-
42_20220828 2,42,2022082820,22.9,0,1.4,56,백화점및,97915.1,72000,-,-,-
42_20220828 2,42,2022082821,22.9,0,2.2,49,백화점및,97915.1,72000,-,-,-
42_20220828 2,42,2022082822,21.7,0,0.6,57,백화점및,97915.1,72000,-,-,-
42_20220828 2,42,2022082823,21.6,0,0.8,55,백화점및,97915.1,72000,-,-,-
42_20220829 0,42,2022082900,20.5,0,1.1,65,백화점및,97915.1,72000,-,-,-
42_20220829 0,42,2022082901,19.9,0,0.3,67,백화점및,97915.1,72000,-,-,-
42_20220829 0,42,2022082902,19.6,0,0.2,71,백화점및,97915.1,72000,-,-,-
42_20220829 0,42,2022082903,18.9,0,0.1,74,백화점및,97915.1,72000,-,-,-
42_20220829 0,42,2022082904,18.7,0,0.7,74,백화점및,97915.1,72000,-,-,-
42_20220829 0,42,2022082905,19.2,0,0.6,71,백화점및,97915.1,72000,-,-,-
42_20220829 0,42,2022082906,19.5,0,1.1,69,백화점및,97915.1,72000,-,-,-
42_20220829 0,42,2022082907,20.1,0,1.4,67,백화점및,97915.1,72000,-,-,-
42_20220829 0,42,2022082908,20.6,0,1.6,68,백화점및,97915.1,72000,-,-,-
42_20220829 0,42,2022082909,22.6,0,2.3,65,백화점및,97915.1,72000,-,-,-
42_20220829 1,42,2022082910,24.5,0,2.7,60,백화점및,97915.1,72000,-,-,-
42_20220829 1,42,2022082911,25.6,0,1.6,59,백화점및,97915.1,72000,-,-,-
42_20220829 1,42,2022082912,26.2,0,2,58,백화점및,97915.1,72000,-,-,-
42_20220829 1,42,2022082913,26.9,0,1.8,58,백화점및,97915.1,72000,-,-,-
42_20220829 1,42,2022082914,25.3,0,1.1,63,백화점및,97915.1,72000,-,-,-
42_20220829 1,42,2022082915,25,0,0.5,65,백화점및,97915.1,72000,-,-,-
42_20220829 1,42,2022082916,24.5,0,1.5,66,백화점및,97915.1,72000,-,-,-
42_20220829 1,42,2022082917,24.7,0,1.5,66,백화점및,97915.1,72000,-,-,-
42_20220829 1,42,2022082918,24.2,0,1.1,68,백화점및,97915.1,72000,-,-,-
42_20220829 1,42,2022082919,23.6,0,0.7,71,백화점및,97915.1,72000,-,-,-
42_20220829 2,42,2022082920,23.3,0,0.4,74,백화점및,97915.1,72000,-,-,-
42_20220829 2,42,2022082921,23.1,0,0.3,75,백화점및,97915.1,72000,-,-,-
42_20220829 2,42,2022082922,23,0,0.6,76,백화점및,97915.1,72000,-,-,-
42_20220829 2,42,2022082923,22.5,0,0.4,77,백화점및,97915.1,72000,-,-,-
42_20220830 0,42,2022083000,22.4,0,0.5,77,백화점및,97915.1,72000,-,-,-
42_20220830 0,42,2022083001,21.7,0,0.3,81,백화점및,97915.1,72000,-,-,-
42_20220830 0,42,2022083002,21.7,0,1,81,백화점및,97915.1,72000,-,-,-
42_20220830 0,42,2022083003,21.3,0,0.4,82,백화점및,97915.1,72000,-,-,-
42_20220830 0,42,2022083004,21.3,0,0.5,82,백화점및,97915.1,72000,-,-,-
42_20220830 0,42,2022083005,21.4,0,0.4,82,백화점및,97915.1,72000,-,-,-
42_20220830 0,42,2022083006,21.2,0,0.6,83,백화점및,97915.1,72000,-,-,-
42_20220830 0,42,2022083007,21.5,0,0.3,82,백화점및,97915.1,72000,-,-,-
42_20220830 0,42,2022083008,22.1,0,0.6,79,백화점및,97915.1,72000,-,-,-
42_20220830 0,42,2022083009,23,0,0.4,77,백화점및,97915.1,72000,-,-,-
42_20220830 1,42,2022083010,23.4,0,0.7,76,백화점및,97915.1,72000,-,-,-
42_20220830 1,42,2022083011,22.1,0.5,0.4,86,백화점및,97915.1,72000,-,-,-
42_20220830 1,42,2022083012,22,0.2,0.6,88,백화점및,97915.1,72000,-,-,-
42_20220830 1,42,2022083013,21.9,0,0.5,88,백화점및,97915.1,72000,-,-,-
42_20220830 1,42,2022083014,21.2,0.6,1.2,89,백화점및,97915.1,72000,-,-,-
42_20220830 1,42,2022083015,21,0.4,0.6,89,백화점및,97915.1,72000,-,-,-
42_20220830 1,42,2022083016,20.5,8.2,1.4,92,백화점및,97915.1,72000,-,-,-
42_20220830 1,42,2022083017,20.8,7.4,0.9,93,백화점및,97915.1,72000,-,-,-
42_20220830 1,42,2022083018,21,0.2,0.5,92,백화점및,97915.1,72000,-,-,-
42_20220830 1,42,2022083019,20.9,0.2,0.3,93,백화점및,97915.1,72000,-,-,-
42_20220830 2,42,2022083020,21.3,0.3,0,93,백화점및,97915.1,72000,-,-,-
42_20220830 2,42,2022083021,21.5,0.2,0.1,93,백화점및,97915.1,72000,-,-,-
42_20220830 2,42,2022083022,21.6,0.1,0.6,94,백화점및,97915.1,72000,-,-,-
42_20220830 2,42,2022083023,21.8,0,0.3,94,백화점및,97915.1,72000,-,-,-
42_20220831 0,42,2022083100,21.9,0,0.7,94,백화점및,97915.1,72000,-,-,-
42_20220831 0,42,2022083101,22,0,0.5,94,백화점및,97915.1,72000,-,-,-
42_20220831 0,42,2022083102,22.1,0,0,93,백화점및,97915.1,72000,-,-,-
42_20220831 0,42,2022083103,22.1,0,0.3,93,백화점및,97915.1,72000,-,-,-
42_20220831 0,42,2022083104,22.1,0,0.2,93,백화점및,97915.1,72000,-,-,-
42_20220831 0,42,2022083105,21.9,0,0.3,93,백화점및,97915.1,72000,-,-,-
42_20220831 0,42,2022083106,21.9,0,0.5,93,백화점및,97915.1,72000,-,-,-
42_20220831 0,42,2022083107,21.9,0.2,0.5,93,백화점및,97915.1,72000,-,-,-
42_20220831 0,42,2022083108,21.6,9.1,0.6,94,백화점및,97915.1,72000,-,-,-
42_20220831 0,42,2022083109,21.7,8.2,0.6,94,백화점및,97915.1,72000,-,-,-
42_20220831 1,42,2022083110,22,0.7,1.2,94,백화점및,97915.1,72000,-,-,-
42_20220831 1,42,2022083111,22.6,0.1,0.6,92,백화점및,97915.1,72000,-,-,-
42_20220831 1,42,2022083112,23.3,0,0.1,89,백화점및,97915.1,72000,-,-,-
42_20220831 1,42,2022083113,24.1,0,1.2,81,백화점및,97915.1,72000,-,-,-
42_20220831 1,42,2022083114,25,0,0.9,77,백화점및,97915.1,72000,-,-,-
42_20220831 1,42,2022083115,24.4,0,2.1,78,백화점및,97915.1,72000,-,-,-
42_20220831 1,42,2022083116,24.6,0,0.9,78,백화점및,97915.1,72000,-,-,-
42_20220831 1,42,2022083117,23.6,0,0.9,80,백화점및,97915.1,72000,-,-,-
42_20220831 1,42,2022083118,23.6,0,0.9,79,백화점및,97915.1,72000,-,-,-
42_20220831 1,42,2022083119,23.2,0,1.3,79,백화점및,97915.1,72000,-,-,-
42_20220831 2,42,2022083120,22.9,0,1.1,80,백화점및,97915.1,72000,-,-,-
42_20220831 2,42,2022083121,22.5,0,1,82,백화점및,97915.1,72000,-,-,-
42_20220831 2,42,2022083122,21.9,0,1.3,81,백화점및,97915.1,72000,-,-,-
42_20220831 2,42,2022083123,21.5,0,0.3,86,백화점및,97915.1,72000,-,-,-
